ID_0,ID_1,ISO,NAME
89,4,GRC,Dytiki Ellada,
89,5,GRC,Dytiki Makedonia,
89,6,GRC,Ionioi Nisoi,
89,7,GRC,Ipeiros,
89,8,GRC,Kentriki Makedonia,
89,9,GRC,Kriti,
89,10,GRC,Notio Aigaio,
89,11,GRC,Peloponnisos,
89,12,GRC,Stereá Elláda,
89,13,GRC,Thessalia,
89,14,GRC,Voreio Aigaio,
91,1,GRD,Carriacou,
91,7,GRD,Saint Patrick,
92,1,GLP,Basse-Terre,
92,2,GLP,Pointe-à-Pitre,
93,18,GUM,Yigo,
93,19,GUM,Yona,
94,1,GTM,Alta Verapaz,
94,2,GTM,Baja Verapaz,
94,3,GTM,Chimaltenango,
94,4,GTM,Chiquimula,
94,5,GTM,El Progreso,
94,6,GTM,Escuintla,
94,8,GTM,Huehuetenango,
94,9,GTM,Izabal,
94,10,GTM,Jalapa,
94,11,GTM,Jutiapa,
94,12,GTM,Petén,
94,13,GTM,Quezaltenango,
94,14,GTM,Quiché,
94,15,GTM,Retalhuleu,
94,17,GTM,San Marcos,
94,18,GTM,Santa Rosa,
94,19,GTM,Sololá,
96,1,GIN,Boké,
96,3,GIN,Faranah,
96,4,GIN,Kankan,
96,5,GIN,Kindia,
96,6,GIN,Labé,
96,7,GIN,Mamou,
96,8,GIN,Nzérékoré,
97,1,GNB,Bafatá,
97,2,GNB,Biombo,
97,4,GNB,Bolama,
97,5,GNB,Cacheu,
97,6,GNB,Gabú,
97,7,GNB,Oio,
97,8,GNB,Quinara,
97,9,GNB,Tombali,
98,1,GUY,Barima-Waini,
98,2,GUY,Cuyuni-Mazaruni,
98,3,GUY,Demerara-Mahaica,
98,4,GUY,East Berbice-Corentyne,
98,5,GUY,Essequibo Islands-West Demerara,
98,6,GUY,Mahaica-Berbice,
98,7,GUY,Pomeroon-Supenaam,
98,8,GUY,Potaro-Siparuni,
98,9,GUY,Upper Demerara-Berbice,
98,10,GUY,Upper Takutu-Upper Essequibo,
99,1,HTI,Centre,
99,2,HTI,Grand'Anse,
99,3,HTI,L'Artibonite,
99,4,HTI,Nippes,
99,6,HTI,Nord-Ouest,
99,7,HTI,Nord,
99,8,HTI,Ouest,
99,10,HTI,Sud,
101,1,HND,Atlántida,
101,2,HND,Choluteca,
101,3,HND,Colón,
101,4,HND,Comayagua,
101,5,HND,Copán,
101,6,HND,Cortés,
101,7,HND,El Paraíso,
101,8,HND,Francisco Morazán,
101,9,HND,Gracias a Dios,
101,10,HND,Intibucá,
101,11,HND,Islas de la Bahía,
101,13,HND,Lempira,
101,15,HND,Olancho,
101,16,HND,Santa Bárbara,
101,18,HND,Yoro,
102,12,HKG,Tai Po,
103,1,HUN,Bács-Kiskun,
103,2,HUN,Baranya,
103,3,HUN,Békés,
103,4,HUN,Borsod-Abaúj-Zemplén,
103,6,HUN,Csongrád,
103,7,HUN,Fejér,
103,8,HUN,Gyor-Moson-Sopron,
103,9,HUN,Hajdú-Bihar,
103,10,HUN,Heves,
103,11,HUN,Jász-Nagykun-Szolnok,
103,14,HUN,Pest,
103,15,HUN,Somogy,
103,16,HUN,Szabolcs-Szatmár-Bereg,
103,17,HUN,Tolna,
103,18,HUN,Vas,
103,19,HUN,Veszprém,
103,20,HUN,Zala,
104,1,ISL,Austurland,
104,2,ISL,Hálshreppur,
104,3,ISL,Höfuðborgarsvæði,
104,4,ISL,Norðurland vestra,
104,5,ISL,Suðurland,
104,6,ISL,Suðurnes,
104,7,ISL,Vestfirðir,
104,8,ISL,Vesturland,
105,1,IND,Andaman and Nicobar,
105,2,IND,Andhra Pradesh,
105,3,IND,Arunachal Pradesh,
105,4,IND,Assam,
105,5,IND,Bihar,
105,7,IND,Chhattisgarh,
105,11,IND,Goa,
105,12,IND,Gujarat,
105,13,IND,Haryana,
105,14,IND,Himachal Pradesh,
105,15,IND,Jammu and Kashmir,
105,16,IND,Jharkhand,
105,17,IND,Karnataka,
105,18,IND,Kerala,
105,19,IND,Lakshadweep,
105,20,IND,Madhya Pradesh,
105,21,IND,Maharashtra,
105,22,IND,Manipur,
105,23,IND,Meghalaya,
105,24,IND,Mizoram,
105,25,IND,Nagaland,
105,26,IND,Orissa,
105,28,IND,Punjab,
105,29,IND,Rajasthan,
105,30,IND,Sikkim,
105,31,IND,Tamil Nadu,
105,32,IND,Tripura,
105,33,IND,Uttar Pradesh,
105,34,IND,Uttaranchal,
105,35,IND,West Bengal,
106,1,IDN,Aceh,
106,2,IDN,Bali,
106,3,IDN,Bangka-Belitung,
106,4,IDN,Banten,
106,5,IDN,Bengkulu,
106,6,IDN,Gorontalo,
106,7,IDN,Irian Jaya Barat,
106,9,IDN,Jambi,
106,10,IDN,Jawa Barat,
106,11,IDN,Jawa Tengah,
106,12,IDN,Jawa Timur,
106,13,IDN,Kalimantan Barat,
106,14,IDN,Kalimantan Selatan,
106,15,IDN,Kalimantan Tengah,
106,16,IDN,Kalimantan Timur,
106,17,IDN,Kepulauan Riau,
106,18,IDN,Lampung,
106,19,IDN,Maluku Utara,
106,20,IDN,Maluku,
106,21,IDN,Nusa Tenggara Barat,
106,22,IDN,Nusa Tenggara Timur,
106,23,IDN,Papua,
106,24,IDN,Riau,
106,25,IDN,Sulawesi Barat,
106,26,IDN,Sulawesi Selatan,
106,27,IDN,Sulawesi Tengah,
106,28,IDN,Sulawesi Tenggara,
106,29,IDN,Sulawesi Utara,
106,30,IDN,Sumatera Barat,
106,31,IDN,Sumatera Selatan,
106,32,IDN,Sumatera Utara,
106,33,IDN,Yogyakarta,
107,1,IRN,Ardebil,
107,2,IRN,Bushehr,
107,3,IRN,Chahar Mahall and Bakhtiari,
107,4,IRN,East Azarbaijan,
107,5,IRN,Esfahan,
107,6,IRN,Fars,
107,7,IRN,Gilan,
107,8,IRN,Golestan,
107,9,IRN,Hamadan,
107,10,IRN,Hormozgan,
107,11,IRN,Ilam,
107,12,IRN,Kerman,
107,13,IRN,Kermanshah,
107,14,IRN,Khuzestan,
107,15,IRN,Kohgiluyeh and Buyer Ahmad,
107,16,IRN,Kordestan,
107,17,IRN,Lorestan,
107,18,IRN,Markazi,
107,19,IRN,Mazandaran,
107,20,IRN,North Khorasan,
107,21,IRN,Qazvin,
107,22,IRN,Qom,
107,23,IRN,Razavi Khorasan,
107,24,IRN,Semnan,
107,25,IRN,Sistan and Baluchestan,
107,26,IRN,South Khorasan,
107,27,IRN,Tehran,
107,28,IRN,West Azarbaijan,
107,29,IRN,Yazd,
107,30,IRN,Zanjan,
108,1,IRQ,Al-Anbar,
108,2,IRQ,Al-Basrah,
108,3,IRQ,Al-Muthannia,
108,4,IRQ,Al-Qadisiyah,
108,5,IRQ,An-Najaf,
108,6,IRQ,Arbil,
108,7,IRQ,As-Sulaymaniyah,
108,8,IRQ,At-Ta'mim,
108,9,IRQ,Babil,
108,11,IRQ,Dhi-Qar,
108,12,IRQ,Dihok,
108,13,IRQ,Diyala,
108,14,IRQ,Karbala',
108,15,IRQ,Maysan,
108,16,IRQ,Ninawa,
108,17,IRQ,Sala ad-Din,
108,18,IRQ,Wasit,
108,36,IRQ,NA,
109,1,IRL,Carlow,
109,3,IRL,Clare,
109,4,IRL,Cork,
109,5,IRL,Donegal,
109,6,IRL,Dublin,
109,7,IRL,Galway,
109,8,IRL,Kerry,
109,9,IRL,Kildare,
109,10,IRL,Kilkenny,
109,12,IRL,Leitrim,
109,14,IRL,Longford,
109,15,IRL,Louth,
109,16,IRL,Mayo,
109,17,IRL,Meath,
109,19,IRL,Offaly,
109,20,IRL,Roscommon,
109,21,IRL,Sligo,
109,22,IRL,Tipperary,
109,23,IRL,Waterford,
109,24,IRL,Westmeath,
109,25,IRL,Wexford,
109,26,IRL,Wicklow,
111,1,ISR,Golan,
111,2,ISR,HaDarom,
111,3,ISR,Haifa,
111,4,ISR,HaMerkaz,
111,5,ISR,HaZafon,
111,25,ISR,NA,
112,1,ITA,Abruzzo,
112,2,ITA,Apulia,
112,3,ITA,Basilicata,
112,4,ITA,Calabria,
112,5,ITA,Campania,
112,6,ITA,Emilia-Romagna,
112,7,ITA,Friuli-Venezia Giulia,
112,8,ITA,Lazio,
112,9,ITA,Liguria,
112,10,ITA,Lombardia,
112,11,ITA,Marche,
112,12,ITA,Molise,
112,13,ITA,Piemonte,
112,14,ITA,Sardegna,
112,15,ITA,Sicily,
112,16,ITA,Toscana,
112,17,ITA,Trentino-Alto Adige,
112,18,ITA,Umbria,
112,19,ITA,Valle d'Aosta,
112,20,ITA,Veneto,
113,1,JAM,Clarendon,
113,5,JAM,Portland,
113,7,JAM,Saint Ann,
113,9,JAM,Saint Elizabeth,
113,11,JAM,Saint Mary,
113,12,JAM,Saint Thomas,
113,14,JAM,Westmoreland,
114,1,JPN,Aichi,
114,2,JPN,Akita,
114,3,JPN,Aomori,
114,4,JPN,Chiba,
114,5,JPN,Ehime,
114,6,JPN,Fukui,
114,7,JPN,Fukuoka,
114,8,JPN,Fukushima,
114,9,JPN,Gifu,
114,10,JPN,Gunma,
114,11,JPN,Hiroshima,
114,12,JPN,Hokkaido,
114,13,JPN,Hyogo,
114,14,JPN,Ibaraki,
114,15,JPN,Ishikawa,
114,16,JPN,Iwate,
114,17,JPN,Kagawa,
114,18,JPN,Kagoshima,
114,19,JPN,Kanagawa,
114,20,JPN,Kochi,
114,21,JPN,Kumamoto,
114,22,JPN,Kyoto,
114,23,JPN,Mie,
114,24,JPN,Miyagi,
114,25,JPN,Miyazaki,
114,26,JPN,Nagano,
114,27,JPN,Naoasaki,
114,28,JPN,Nara,
114,29,JPN,Niigata,
114,30,JPN,Oita,
114,31,JPN,Okayama,
114,32,JPN,Okinawa,
114,33,JPN,Osaka,
114,34,JPN,Saga,
114,35,JPN,Saitama,
114,36,JPN,Shiga,
114,37,JPN,Shimane,
114,38,JPN,Shizuoka,
114,39,JPN,Tochigi,
114,40,JPN,Tokushima,
114,41,JPN,Tokyo,
114,42,JPN,Tottori,
114,43,JPN,Toyama,
114,44,JPN,Wakayama,
114,45,JPN,Yamagata,
114,46,JPN,Yamaguchi,
114,47,JPN,Yamanashi,
116,2,JOR,Amman,
116,3,JOR,Aqaba,
116,4,JOR,Balqa,
116,7,JOR,Karak,
116,8,JOR,Ma`an,
116,9,JOR,Madaba,
116,10,JOR,Mafraq,
116,11,JOR,Tafilah,
116,12,JOR,Zarqa,
117,1,KAZ,Almaty,
117,2,KAZ,Aqmola,
117,3,KAZ,Aqtöbe,
117,4,KAZ,Atyrau,
117,5,KAZ,East Kazakhstan,
117,6,KAZ,Mangghystau,
117,7,KAZ,North Kazakhstan,
117,8,KAZ,Pavlodar,
117,9,KAZ,Qaraghandy,
117,10,KAZ,Qostanay,
117,11,KAZ,Qyzylorda,
117,12,KAZ,South Kazakhstan,
117,13,KAZ,West Kazakhstan,
117,14,KAZ,Zhambyl,
118,1,KEN,Central,
118,2,KEN,Coast,
118,3,KEN,Eastern,
118,5,KEN,North-Eastern,
118,6,KEN,Nyanza,
118,7,KEN,Rift Valley,
118,8,KEN,Western,
120,3,KO-,Kosovska Mitrovica,
120,4,KO-,Pecki,
120,5,KO-,Pristina,
120,6,KO-,Prizren,
120,7,KO-,Uroevac,
121,1,KWT,Al Ahmadi,
121,3,KWT,Al Jahrah,
122,1,KGZ,Batken,
122,3,KGZ,Chuy,
122,4,KGZ,Jalal-Abad,
122,5,KGZ,Naryn,
122,6,KGZ,Osh,
122,7,KGZ,Talas,
122,8,KGZ,Ysyk-Köl,
123,1,LAO,Attapu,
123,2,LAO,Bokeo,
123,3,LAO,Bolikhamxai,
123,4,LAO,Champasak,
123,5,LAO,Houaphan,
123,6,LAO,Khammouan,
123,7,LAO,Louang Namtha,
123,8,LAO,Louangphrabang,
123,9,LAO,Oudômxai,
123,10,LAO,Phôngsali,
123,11,LAO,Saravan,
123,12,LAO,Savannakhét,
123,13,LAO,Vientiane [prefecture],
123,14,LAO,Vientiane,
123,15,LAO,Xaignabouri,
123,16,LAO,Xaisômboun,
123,17,LAO,Xékong,
123,18,LAO,Xiangkhoang,
123,31,LAO,NA,
124,1,LVA,Kurzeme,
124,2,LVA,Latgale,
124,3,LVA,Riga,
124,4,LVA,Vidzeme,
124,5,LVA,Zemgale,
125,3,LBN,Beqaa,
125,4,LBN,Mount Lebanon,
125,5,LBN,North Lebanon,
125,6,LBN,South Lebanon,
126,1,LSO,Berea,
126,2,LSO,Butha-Buthe,
126,4,LSO,Mafeteng,
126,5,LSO,Maseru,
126,6,LSO,Mohale's Hoek,
126,7,LSO,Mokhotlong,
126,8,LSO,NA,
126,9,LSO,Quthing,
126,10,LSO,Thaba-Tseka,
127,1,LBR,Bomi,
127,2,LBR,Bong,
127,3,LBR,Gbapolu,
127,4,LBR,Grand Cape Mount,
127,5,LBR,GrandBassa,
127,6,LBR,GrandGedeh,
127,7,LBR,GrandKru,
127,8,LBR,Lofa,
127,10,LBR,Maryland,
127,11,LBR,Montserrado,
127,12,LBR,Nimba,
127,13,LBR,River Cess,
127,14,LBR,River Gee,
127,15,LBR,Sinoe,
128,1,LBY,Ajdabiya,
128,2,LBY,Al Butnan,
128,3,LBY,Al Hizam Al Akhdar,
128,4,LBY,Al Jabal al Akhdar,
128,5,LBY,Al Jifarah,
128,6,LBY,Al Jufrah,
128,7,LBY,Al Kufrah,
128,8,LBY,Al Marj,
128,9,LBY,Al Marqab,
128,10,LBY,Al Qubbah,
128,11,LBY,Al Wahah,
128,12,LBY,An Nuqat al Khams,
128,13,LBY,Ash Shati',
128,14,LBY,Az Zawiyah,
128,15,LBY,Bani Walid,
128,17,LBY,Darnah,
128,18,LBY,Ghadamis,
128,19,LBY,Gharyan,
128,20,LBY,Ghat,
128,21,LBY,Misratah,
128,22,LBY,Mizdah,
128,23,LBY,Murzuq,
128,24,LBY,Nalut,
128,25,LBY,Sabha,
128,27,LBY,Surt,
128,28,LBY,Tajura' wa an Nawahi al Arba,
128,30,LBY,Tarhunah-Masallatah,
128,31,LBY,Wadi Al Hayat,
128,32,LBY,Yafran-Jadu,
130,1,LTU,Alytaus,
130,2,LTU,Kauno,
130,3,LTU,Klaipedos,
130,4,LTU,Marijampoles,
130,5,LTU,Panevezio,
130,6,LTU,iauliai,
130,7,LTU,Taurages,
130,8,LTU,Teliai,
130,9,LTU,Utenos,
130,10,LTU,Vilniaus,
131,3,LUX,Luxembourg,
133,1,MKD,Eastern,
133,2,MKD,Northeastern,
133,3,MKD,Pelagonia,
133,4,MKD,Polog,
133,7,MKD,Southwestern,
133,8,MKD,Vardar,
134,1,MDG,Antananarivo,
134,2,MDG,Antsiranana,
134,3,MDG,Fianarantsoa,
134,4,MDG,Mahajanga,
134,5,MDG,Toamasina,
134,6,MDG,Toliary,
135,2,MWI,Blantyre,
135,3,MWI,Chikwawa,
135,5,MWI,Chitipa,
135,6,MWI,Dedza,
135,8,MWI,Karonga,
135,9,MWI,Kasungu,
135,10,MWI,Lilongwe,
135,11,MWI,Machinga,
135,12,MWI,Mangochi,
135,13,MWI,Mchinji,
135,14,MWI,Mulanje,
135,15,MWI,Mwanza,
135,16,MWI,Mzimba,
135,17,MWI,Nkhata Bay,
135,18,MWI,Nkhotakota,
135,20,MWI,Ntcheu,
135,21,MWI,Ntchisi,
135,22,MWI,Phalombe,
135,23,MWI,Rumphi,
135,24,MWI,Salima,
135,25,MWI,Thyolo,
135,26,MWI,Zomba,
136,1,MYS,Johor,
136,2,MYS,Kedah,
136,3,MYS,Kelantan,
136,4,MYS,Melaka,
136,5,MYS,Negeri Sembilan,
136,6,MYS,Pahang,
136,7,MYS,Perak,
136,9,MYS,Pulau Pinang,
136,10,MYS,Sabah,
136,11,MYS,Sarawak,
136,12,MYS,Selangor,
136,13,MYS,Trengganu,
136,16,MYS,NA,
136,24,MYS,NA,
138,2,MLI,Gao,
138,3,MLI,Kayes,
138,4,MLI,Kidal,
138,5,MLI,Koulikoro,
138,6,MLI,Mopti,
138,7,MLI,Ségou,
138,8,MLI,Sikasso,
138,9,MLI,Timbuktu,
138,14,MLI,NA,
141,2,MTQ,Le Marin,
141,3,MTQ,Le Trinité,
142,1,MRT,Adrar,
142,2,MRT,Assaba,
142,3,MRT,Brakna,
142,4,MRT,Dakhlet Nouadhibou,
142,5,MRT,Gorgol,
142,6,MRT,Guidimaka,
142,7,MRT,Hodh ech Chargui,
142,8,MRT,Hodh el Gharbi,
142,9,MRT,Inchiri,
142,10,MRT,Nouakchott,
142,11,MRT,Tagant,
142,12,MRT,Tiris Zemmour,
142,13,MRT,Trarza,
143,1,MUS,Black River,
143,3,MUS,Flacq,
143,11,MUS,Rodriguez,
144,12,MYT,Bandrele,
145,1,MEX,Aguascalientes,
145,2,MEX,Baja California Sur,
145,3,MEX,Baja California,
145,4,MEX,Campeche,
145,5,MEX,Chiapas,
145,6,MEX,Chihuahua,
145,7,MEX,Coahuila,
145,8,MEX,Colima,
145,10,MEX,Durango,
145,11,MEX,Guanajuato,
145,12,MEX,Guerrero,
145,13,MEX,Hidalgo,
145,14,MEX,Jalisco,
145,15,MEX,México,
145,16,MEX,Michoacán,
145,17,MEX,Morelos,
145,18,MEX,Nayarit,
145,19,MEX,Nuevo León,
145,20,MEX,Oaxaca,
145,21,MEX,Puebla,
145,22,MEX,Querétaro,
145,23,MEX,Quintana Roo,
145,24,MEX,San Luis Potosí,
145,25,MEX,Sinaloa,
145,26,MEX,Sonora,
145,27,MEX,Tabasco,
145,28,MEX,Tamaulipas,
145,30,MEX,Veracruz,
145,31,MEX,Yucatán,
145,32,MEX,Zacatecas,
146,1,FSM,Chuuk,
146,2,FSM,Kosrae,
146,3,FSM,Pohnpei,
146,4,FSM,Yap,
147,8,MDA,Cahul,
147,10,MDA,Cantemir,
147,11,MDA,Causeni,
147,13,MDA,Cimislia,
147,15,MDA,Donduseni,
147,18,MDA,Edinet,
147,19,MDA,Falesti,
147,21,MDA,Gagauzia,
147,23,MDA,Hîncesti,
147,25,MDA,NA,
147,26,MDA,Nisporeni,
147,28,MDA,Orhei,
147,29,MDA,Rezina,
147,31,MDA,Sîngerei,
147,36,MDA,Transnistria,
149,1,MNG,Arhangay,
149,2,MNG,Bayan-Ölgiy,
149,3,MNG,Bayanhongor,
149,4,MNG,Bulgan,
149,5,MNG,Darhan-Uul,
149,6,MNG,Dornod,
149,7,MNG,Dornogovi,
149,8,MNG,Dundgovi,
149,9,MNG,Dzavhan,
149,10,MNG,Govi-Altay,
149,11,MNG,Govisümber,
149,12,MNG,Hentiy,
149,13,MNG,Hovd,
149,14,MNG,Hövsgöl,
149,15,MNG,Ömnögovi,
149,17,MNG,Övörhangay,
149,18,MNG,Selenge,
149,19,MNG,Sühbaatar,
149,20,MNG,Töv,
149,21,MNG,Ulaanbaatar,
149,22,MNG,Uvs,
150,3,MNE,Berane,
150,6,MNE,Cetinje,
150,9,MNE,Kolain,
150,12,MNE,Nikic,
150,14,MNE,Pljevlja,
150,16,MNE,Podgorica,
150,20,MNE,Ulcinj,
152,1,MAR,Chaouia - Ouardigha,
152,2,MAR,Doukkala - Abda,
152,3,MAR,Fès - Boulemane,
152,4,MAR,Gharb - Chrarda - Béni Hssen,
152,5,MAR,Grand Casablanca,
152,6,MAR,Guelmim - Es-Semara,
152,7,MAR,Laâyoune - Boujdour - Sakia El Hamra,
152,8,MAR,Marrakech - Tensift - Al Haouz,
152,9,MAR,Meknès - Tafilalet,
152,10,MAR,Oriental,
152,11,MAR,Rabat - Salé - Zemmour - Zaer,
152,12,MAR,Souss - Massa - Draâ,
152,13,MAR,Tadla - Azilal,
152,14,MAR,Tanger - Tétouan,
152,15,MAR,Taza - Al Hoceima - Taounate,
153,1,MOZ,Cabo Delgado,
153,2,MOZ,Gaza,
153,3,MOZ,Inhambane,
153,4,MOZ,Manica,
153,5,MOZ,Maputo,
153,6,MOZ,Nampula,
153,7,MOZ,Nassa,
153,8,MOZ,Sofala,
153,9,MOZ,Tete,
153,10,MOZ,Zambezia,
154,1,MMR,Ayeyarwady,
154,2,MMR,Bago,
154,3,MMR,Chin,
154,4,MMR,Kachin,
154,5,MMR,Kayah,
154,6,MMR,Kayin,
154,7,MMR,Magway,
154,8,MMR,Mandalay,
154,9,MMR,Mon,
154,10,MMR,Rakhine,
154,11,MMR,Sagaing,
154,12,MMR,Shan,
154,13,MMR,Tanintharyi,
154,14,MMR,Yangon,
154,15,MMR,NA,
155,1,NAM,Caprivi,
155,2,NAM,Erongo,
155,3,NAM,Hardap,
155,4,NAM,Karas,
155,5,NAM,Kavango,
155,6,NAM,Khomas,
155,7,NAM,Kunene,
155,8,NAM,Ohangwena,
155,9,NAM,Omaheke,
155,10,NAM,Omusati,
155,11,NAM,Oshana,
155,12,NAM,Oshikoto,
155,13,NAM,Otjozondjupa,
156,12,NRU,Nibok,
157,1,NPL,Central,
157,2,NPL,East,
157,3,NPL,Far-Western,
157,4,NPL,Mid-Western,
157,5,NPL,West,
157,30,NPL,NA,
158,1,NLD,Drenthe,
158,2,NLD,Flevoland,
158,3,NLD,Friesland,
158,4,NLD,Gelderland,
158,5,NLD,Groningen,
158,6,NLD,IJsselmeer,
158,7,NLD,Limburg,
158,8,NLD,Noord-Brabant,
158,9,NLD,Noord-Holland,
158,10,NLD,Overijssel,
158,11,NLD,Utrecht,
158,12,NLD,Zeeland,
158,14,NLD,Zuid-Holland,
159,1,NCL,Îles Loyauté,
159,2,NCL,Nord,
159,3,NCL,Sud,
160,1,NZL,Auckland,
160,2,NZL,Bay of Plenty,
160,3,NZL,Canterbury,
160,4,NZL,Chatham Islands,
160,5,NZL,Gisborne,
160,6,NZL,Hawke's Bay,
160,7,NZL,Manawatu-Wanganui,
160,8,NZL,Marlborough,
160,9,NZL,Nelson,
160,10,NZL,Northland,
160,11,NZL,Otago,
160,12,NZL,Southland,
160,13,NZL,Taranaki,
160,14,NZL,Waikato,
160,15,NZL,Wellington,
160,16,NZL,West Coast,
161,1,NIC,Atlántico Norte,
161,2,NIC,Atlántico Sur,
161,3,NIC,Boaco,
161,4,NIC,Carazo,
161,5,NIC,Chinandega,
161,6,NIC,Chontales,
161,7,NIC,Estelí,
161,9,NIC,Jinotega,
161,10,NIC,León,
161,12,NIC,Managua,
161,14,NIC,Matagalpa,
161,15,NIC,Nicaragua,
161,16,NIC,Nueva Segovia,
161,17,NIC,Río San Juan,
161,18,NIC,Rivas,
162,1,NER,Agadez,
162,2,NER,Diffa,
162,3,NER,Dosso,
162,4,NER,Maradi,
162,6,NER,Tahoua,
162,7,NER,Tillabéry,
162,8,NER,Zinder,
162,21,NER,NA,
163,1,NGA,Abia,
163,2,NGA,Adamawa,
163,3,NGA,Akwa Ibom,
163,4,NGA,Anambra,
163,5,NGA,Bauchi,
163,6,NGA,Bayelsa,
163,7,NGA,Benue,
163,8,NGA,Borno,
163,9,NGA,Cross River,
163,10,NGA,Delta,
163,11,NGA,Ebonyi,
163,12,NGA,Edo,
163,13,NGA,Ekiti,
163,14,NGA,Enugu,
163,15,NGA,Federal Capital Territory,
163,16,NGA,Gombe,
163,17,NGA,Imo,
163,18,NGA,Jigawa,
163,19,NGA,Kaduna,
163,20,NGA,Kano,
163,21,NGA,Katsina,
163,22,NGA,Kebbi,
163,23,NGA,Kogi,
163,24,NGA,Kwara,
163,25,NGA,Lagos,
163,26,NGA,Nassarawa,
163,27,NGA,Niger,
163,28,NGA,Ogun,
163,29,NGA,Ondo,
163,30,NGA,Osun,
163,31,NGA,Oyo,
163,32,NGA,Plateau,
163,33,NGA,Rivers,
163,34,NGA,Sokoto,
163,35,NGA,Taraba,
163,36,NGA,Water body,
163,37,NGA,Yobe,
163,38,NGA,Zamfara,
164,0,NIU,Niue,
166,1,PRK,Chagang-do,
166,2,PRK,Hamgyong-bukto,
166,3,PRK,Hamgyong-namdo,
166,4,PRK,Hwanghae-bukto,
166,5,PRK,Hwanghae-namdo,
166,7,PRK,Kangwon-do,
166,9,PRK,P'yongan-bukto,
166,10,PRK,P'yongan-namdo,
166,13,PRK,Ryanggang,
167,1,MNP,Northern Islands,
167,2,MNP,Rota,
167,3,MNP,Saipan,
167,4,MNP,Tinian,
168,1,NOR,Akershus,
168,2,NOR,Ãstfold,
168,3,NOR,Aust-Agder,
168,4,NOR,Buskerud,
168,5,NOR,Finnmark,
168,6,NOR,Hedmark,
168,7,NOR,Hordaland,
168,8,NOR,Møre og Romsdal,
168,9,NOR,Nord-Trøndelag,
168,10,NOR,Nordland,
168,11,NOR,Oppland,
168,13,NOR,Rogaland,
168,14,NOR,Sogn og Fjordane,
168,15,NOR,Sør-Trøndelag,
168,16,NOR,Telemark,
168,17,NOR,Troms,
168,18,NOR,Vest-Agder,
168,19,NOR,Vestfold,
169,1,OMN,Ad Dakhliyah,
169,2,OMN,Al Batnah,
169,3,OMN,Al Dhahira,
169,4,OMN,Al Wusta,
169,5,OMN,Ash Sharqiyah,
169,6,OMN,Dhofar,
169,7,OMN,Musandam,
169,8,OMN,Muscat,
170,1,PAK,Azad Kashmir,
170,2,PAK,Baluchistan,
170,3,PAK,F.A.T.A.,
170,5,PAK,N.W.F.P.,
170,6,PAK,Northern Areas,
170,7,PAK,Punjab,
170,8,PAK,Sind,
170,12,PAK,NA,
170,15,PAK,NA,
170,28,PAK,NA,
171,4,PLW,Koror,
171,10,PLW,Ngchesar,
171,11,PLW,Ngeremlengui,
171,13,PLW,Peleliu,
172,1,PSE,Gaza,
172,2,PSE,West Bank,
173,1,PAN,Bocas del Toro,
173,2,PAN,Chiriquí,
173,3,PAN,Coclé,
173,4,PAN,Colón,
173,5,PAN,Darién,
173,6,PAN,Emberá,
173,7,PAN,Herrera,
173,8,PAN,Kuna Yala,
173,9,PAN,Los Santos,
173,10,PAN,Ngöbe Buglé,
173,11,PAN,Panamá,
173,12,PAN,Veraguas,
174,1,PNG,Central,
174,2,PNG,Chimbu,
174,3,PNG,East New Britain,
174,4,PNG,East Sepik,
174,5,PNG,Eastern Highlands,
174,6,PNG,Enga,
174,7,PNG,Gulf,
174,8,PNG,Madang,
174,9,PNG,Manus,
174,10,PNG,Milne Bay,
174,11,PNG,Morobe,
174,12,PNG,New Ireland,
174,13,PNG,North Solomons,
174,14,PNG,Northern,
174,15,PNG,Sandaun,
174,16,PNG,Southern Highlands,
174,17,PNG,West New Britain,
174,18,PNG,Western Highlands,
174,19,PNG,Western,
175,1,PRY,Alto Paraguay,
175,2,PRY,Alto Paraná,
175,3,PRY,Amambay,
175,5,PRY,Boquerón,
175,6,PRY,Caaguazú,
175,7,PRY,Caazapá,
175,8,PRY,Canindeyú,
175,10,PRY,Concepción,
175,11,PRY,Cordillera,
175,12,PRY,Guairá,
175,13,PRY,Itapúa,
175,14,PRY,Misiones,
175,15,PRY,Ñeembucú,
175,16,PRY,Paraguarí,
175,17,PRY,Presidente Hayes,
175,18,PRY,San Pedro,
176,1,PER,Amazonas,
176,2,PER,Ancash,
176,3,PER,Apurímac,
176,4,PER,Arequipa,
176,5,PER,Ayacucho,
176,6,PER,Cajamarca,
176,7,PER,Callao,
176,8,PER,Cusco,
176,9,PER,Huancavelica,
176,10,PER,Huánuco,
176,11,PER,Ica,
176,12,PER,Junín,
176,13,PER,La Libertad,
176,14,PER,Lambayeque,
176,15,PER,Lima,
176,16,PER,Loreto,
176,17,PER,Madre de Dios,
176,18,PER,Moquegua,
176,19,PER,Pasco,
176,20,PER,Piura,
176,21,PER,Puno,
176,22,PER,San Martín,
176,23,PER,Tacna,
176,24,PER,Tumbes,
176,25,PER,Ucayali,
177,1,PHL,Abra,
177,2,PHL,Agusan del Norte,
177,3,PHL,Agusan del Sur,
177,4,PHL,Aklan,
177,5,PHL,Albay,
177,6,PHL,Antique,
177,7,PHL,Apayao,
177,8,PHL,Aurora,
177,9,PHL,Basilan,
177,10,PHL,Bataan,
